db,Anchor,Positive,Negative,anc_pos_dist,anc_neg_dist
1,MP3/3830-12531-0006_MP3_32k.wav,NOISE/3830-12531-0006_NOISE_15.wav,CLIP/3830-12531-0006_CLIP_10.wav,0.0075414433750001,0.1190121038437502
1,OPUS/3830-12531-0025_OPUS_128k.wav,MP3/3830-12531-0025_MP3_128k.wav,OPUS/3830-12531-0025_OPUS_8k.wav,8.790031250094366e-06,0.1845608951531252
1,OPUS/3830-12531-0025_OPUS_32k.wav,MP3/3830-12531-0025_MP3_64k.wav,NOISE/3830-12531-0025_NOISE_8.wav,0.0064838733750001,0.1662287108749999
1,CLIP/3830-12531-0025_CLIP_60.wav,NOISE/3830-12531-0025_NOISE_0.wav,NOISE/3830-12531-0025_NOISE_40.wav,0.0664709221156249,0.4475032950406249
1,MP3/3830-12531-0030_MP3_8k.wav,CLIP/3830-12531-0030_CLIP_40.wav,MP3/3830-12531-0030_MP3_128k.wav,0.0139807219396873,0.3585262283103123
1,CLIP/3830-12531-0030_CLIP_10.wav,MP3/3830-12531-0030_MP3_16k.wav,MP3/3830-12531-0030_MP3_32k.wav,0.0039972683749999,0.1206558620625001
1,NOISE/3830-12531-0030_NOISE_15.wav,MP3/3830-12531-0030_MP3_64k.wav,NOISE/3830-12531-0030_NOISE_8.wav,0.0033778197187499,0.08155256725
1,NOISE/3830-12531-0001_NOISE_40.wav,MP3/3830-12531-0001_MP3_128k.wav,CLIP/3830-12531-0001_CLIP_25.wav,4.19538125000507e-05,0.30290881959375
1,CLIP/3830-12531-0001_CLIP_25.wav,MP3/3830-12531-0001_MP3_8k.wav,NOISE/3830-12531-0001_NOISE_0.wav,0.0257484188296875,0.0905324550093747
1,OPUS/3830-12531-0001_OPUS_8k.wav,CLIP/3830-12531-0001_CLIP_10.wav,NOISE/3830-12531-0001_NOISE_0.wav,0.0183613103500002,0.220855432640625
1,MP3/3830-12531-0031_MP3_64k.wav,NOISE/3830-12531-0031_NOISE_25.wav,CLIP/3830-12531-0031_CLIP_25.wav,0.0013568967812499,0.2549998044062501
1,NOISE/3830-12531-0031_NOISE_40.wav,MP3/3830-12531-0031_MP3_128k.wav,CLIP/3830-12531-0031_CLIP_40.wav,0.0002896747187498,0.3546240069593748
1,CLIP/3830-12531-0031_CLIP_10.wav,MP3/3830-12531-0031_MP3_16k.wav,MP3/3830-12531-0031_MP3_64k.wav,0.0170799877749998,0.13854938496875
1,NOISE/3830-12531-0013_NOISE_40.wav,OPUS/3830-12531-0013_OPUS_128k.wav,CLIP/3830-12531-0013_CLIP_10.wav,0.00022776584375,0.1553666170937498
1,OPUS/3830-12531-0013_OPUS_32k.wav,MP3/3830-12531-0013_MP3_32k.wav,CLIP/3830-12531-0013_CLIP_60.wav,0.0184875357187498,0.448800676875
1,CLIP/3830-12531-0013_CLIP_25.wav,OPUS/3830-12531-0013_OPUS_8k.wav,CLIP/3830-12531-0013_CLIP_10.wav,0.03388857696875,0.1155119067500001
1,NOISE/3830-12531-0029_NOISE_25.wav,OPUS/3830-12531-0029_OPUS_32k.wav,NOISE/3830-12531-0029_NOISE_8.wav,0.0059560760937498,0.2258301534499996
1,NOISE/3830-12531-0029_NOISE_25.wav,OPUS/3830-12531-0029_OPUS_32k.wav,CLIP/3830-12531-0029_CLIP_40.wav,0.0059560760937498,0.3910290113124999
1,CLIP/3830-12531-0029_CLIP_60.wav,NOISE/3830-12531-0029_NOISE_0.wav,CLIP/3830-12531-0029_CLIP_25.wav,0.070536668559375,0.1827890610343749
1,MP3/3830-12531-0002_MP3_64k.wav,OPUS/3830-12531-0002_OPUS_64k.wav,NOISE/3830-12531-0002_NOISE_8.wav,0.0045765015312502,0.26942020216875
1,MP3/3830-12531-0002_MP3_128k.wav,OPUS/3830-12531-0002_OPUS_128k.wav,MP3/3830-12531-0002_MP3_16k.wav,0.0004611469374999,0.2247338715624999
1,MP3/3830-12531-0002_MP3_32k.wav,OPUS/3830-12531-0002_OPUS_32k.wav,CLIP/3830-12531-0002_CLIP_10.wav,0.0104126093749997,0.1101069676562502
1,MP3/3830-12531-0009_MP3_16k.wav,NOISE/3830-12531-0009_NOISE_8.wav,MP3/3830-12531-0009_MP3_32k.wav,0.00786011814375,0.1301324190125
1,NOISE/3830-12531-0009_NOISE_40.wav,OPUS/3830-12531-0009_OPUS_128k.wav,OPUS/3830-12531-0009_OPUS_8k.wav,0.000259207375,0.1972477149750001
1,NOISE/3830-12531-0009_NOISE_25.wav,MP3/3830-12531-0009_MP3_128k.wav,NOISE/3830-12531-0009_NOISE_8.wav,0.0001383275,0.1751931740312501
1,OPUS/3830-12531-0028_OPUS_8k.wav,MP3/3830-12531-0028_MP3_16k.wav,CLIP/3830-12531-0028_CLIP_40.wav,0.0063501866875,0.2020689347562497
1,MP3/3830-12531-0028_MP3_16k.wav,OPUS/3830-12531-0028_OPUS_8k.wav,OPUS/3830-12531-0028_OPUS_64k.wav,0.0063501866875,0.1747516283125
1,CLIP/3830-12531-0028_CLIP_5.wav,OPUS/3830-12531-0028_OPUS_16k.wav,OPUS/3830-12531-0028_OPUS_8k.wav,0.0410463146249997,0.0930630987187504
1,CLIP/3830-12531-0020_CLIP_40.wav,MP3/3830-12531-0020_MP3_8k.wav,MP3/3830-12531-0020_MP3_64k.wav,0.0342676047628124,0.3698769613125002
1,MP3/3830-12531-0020_MP3_128k.wav,OPUS/3830-12531-0020_OPUS_128k.wav,OPUS/3830-12531-0020_OPUS_16k.wav,0.0007962641562497,0.0592491988125002
1,MP3/3830-12531-0020_MP3_8k.wav,NOISE/3830-12531-0020_NOISE_8.wav,NOISE/3830-12531-0020_NOISE_15.wav,0.0102838762371874,0.2087601318309375
1,NOISE/3830-12531-0012_NOISE_40.wav,OPUS/3830-12531-0012_OPUS_128k.wav,CLIP/3830-12531-0012_CLIP_40.wav,0.0002204144062499,0.37601130326875
1,OPUS/3830-12531-0012_OPUS_64k.wav,MP3/3830-12531-0012_MP3_128k.wav,NOISE/3830-12531-0012_NOISE_15.wav,0.0029792167187501,0.1213635569062497
1,NOISE/3830-12531-0012_NOISE_15.wav,CLIP/3830-12531-0012_CLIP_5.wav,NOISE/3830-12531-0012_NOISE_0.wav,0.0023198413750001,0.3858756447634374
1,MP3/3830-12531-0015_MP3_128k.wav,OPUS/3830-12531-0015_OPUS_128k.wav,NOISE/3830-12531-0015_NOISE_15.wav,0.0004282204062501,0.088572609375
1,OPUS/3830-12531-0015_OPUS_128k.wav,NOISE/3830-12531-0015_NOISE_40.wav,NOISE/3830-12531-0015_NOISE_8.wav,0.0004038757187496,0.2014598436249998
1,CLIP/3830-12531-0015_CLIP_10.wav,OPUS/3830-12531-0015_OPUS_8k.wav,CLIP/3830-12531-0015_CLIP_40.wav,0.0108636165678125,0.1970149441249999
1,CLIP/3830-12531-0026_CLIP_40.wav,MP3/3830-12531-0026_MP3_8k.wav,OPUS/3830-12531-0026_OPUS_128k.wav,0.0187311776074998,0.3570810997812497
1,NOISE/3830-12531-0026_NOISE_25.wav,MP3/3830-12531-0026_MP3_128k.wav,NOISE/3830-12531-0026_NOISE_8.wav,0.00020067765625,0.110680601375
1,NOISE/3830-12531-0026_NOISE_0.wav,OPUS/3830-12531-0026_OPUS_8k.wav,MP3/3830-12531-0026_MP3_16k.wav,0.0474896210124997,0.0977435122593747
1,MP3/3830-12531-0021_MP3_128k.wav,OPUS/3830-12531-0021_OPUS_128k.wav,CLIP/3830-12531-0021_CLIP_5.wav,0.0002412194062498,0.2102952871249999
1,NOISE/3830-12531-0021_NOISE_25.wav,OPUS/3830-12531-0021_OPUS_64k.wav,CLIP/3830-12531-0021_CLIP_25.wav,0.0002299673125,0.3890478188625
1,NOISE/3830-12531-0021_NOISE_40.wav,OPUS/3830-12531-0021_OPUS_128k.wav,NOISE/3830-12531-0021_NOISE_0.wav,0.0001583034375001,0.4491419482187497
1,MP3/3830-12531-0004_MP3_128k.wav,OPUS/3830-12531-0004_OPUS_128k.wav,CLIP/3830-12531-0004_CLIP_60.wav,2.8040874999968324e-05,0.473487436834375
1,CLIP/3830-12531-0004_CLIP_40.wav,MP3/3830-12531-0004_MP3_8k.wav,OPUS/3830-12531-0004_OPUS_128k.wav,0.0184056679324999,0.382341903978125
1,NOISE/3830-12531-0004_NOISE_15.wav,MP3/3830-12531-0004_MP3_64k.wav,NOISE/3830-12531-0004_NOISE_8.wav,1.5332499998521598e-06,0.08073230121875
1,CLIP/3830-12531-0000_CLIP_10.wav,NOISE/3830-12531-0000_NOISE_8.wav,MP3/3830-12531-0000_MP3_128k.wav,0.0116432378749999,0.1712894149999999
1,OPUS/3830-12531-0000_OPUS_16k.wav,NOISE/3830-12531-0000_NOISE_15.wav,MP3/3830-12531-0000_MP3_8k.wav,0.00232745990625,0.2650987079853125
1,CLIP/3830-12531-0000_CLIP_25.wav,MP3/3830-12531-0000_MP3_8k.wav,CLIP/3830-12531-0000_CLIP_10.wav,0.0198961651415623,0.1201048467812502
1,OPUS/3830-12529-0004_OPUS_64k.wav,MP3/3830-12529-0004_MP3_64k.wav,CLIP/3830-12529-0004_CLIP_40.wav,0.0007931715312501,0.41680834171875
1,CLIP/3830-12529-0004_CLIP_40.wav,MP3/3830-12529-0004_MP3_8k.wav,NOISE/3830-12529-0004_NOISE_40.wav,0.0620055423428126,0.42181344340625
1,CLIP/3830-12529-0004_CLIP_25.wav,NOISE/3830-12529-0004_NOISE_8.wav,CLIP/3830-12529-0004_CLIP_60.wav,0.0262201605106249,0.1861481617312498
1,OPUS/3830-12529-0002_OPUS_16k.wav,MP3/3830-12529-0002_MP3_32k.wav,NOISE/3830-12529-0002_NOISE_0.wav,0.0376004595625001,0.5417190050750001
1,NOISE/3830-12529-0002_NOISE_8.wav,CLIP/3830-12529-0002_CLIP_25.wav,NOISE/3830-12529-0002_NOISE_40.wav,0.0357884716374998,0.32926149054375
1,OPUS/3830-12529-0002_OPUS_8k.wav,CLIP/3830-12529-0002_CLIP_10.wav,CLIP/3830-12529-0002_CLIP_5.wav,0.0384317977656251,0.1215182277656251
1,OPUS/3830-12529-0005_OPUS_64k.wav,MP3/3830-12529-0005_MP3_64k.wav,MP3/3830-12529-0005_MP3_8k.wav,0.0027753920624998,0.2781551076195625
1,OPUS/3830-12529-0005_OPUS_8k.wav,NOISE/3830-12529-0005_NOISE_8.wav,CLIP/3830-12529-0005_CLIP_25.wav,0.0009408285937499,0.1303091276562495
1,NOISE/3830-12529-0005_NOISE_15.wav,OPUS/3830-12529-0005_OPUS_16k.wav,OPUS/3830-12529-0005_OPUS_8k.wav,0.0032080448437495,0.1455690260624997
1,CLIP/3830-12529-0003_CLIP_40.wav,NOISE/3830-12529-0003_NOISE_8.wav,MP3/3830-12529-0003_MP3_32k.wav,0.0135247480531246,0.3516714466875003
1,NOISE/3830-12529-0003_NOISE_25.wav,MP3/3830-12529-0003_MP3_128k.wav,MP3/3830-12529-0003_MP3_8k.wav,0.00013094996875,0.3026762872578126
1,NOISE/3830-12529-0003_NOISE_8.wav,CLIP/3830-12529-0003_CLIP_40.wav,OPUS/3830-12529-0003_OPUS_8k.wav,0.0135247480531246,0.1051084952056248
1,OPUS/3830-12535-0026_OPUS_32k.wav,MP3/3830-12535-0026_MP3_32k.wav,OPUS/3830-12535-0026_OPUS_8k.wav,0.0121778660624995,0.2142536335190628
1,NOISE/3830-12535-0026_NOISE_0.wav,CLIP/3830-12535-0026_CLIP_60.wav,CLIP/3830-12535-0026_CLIP_40.wav,0.0033425234999998,0.1168742707624997
1,NOISE/3830-12535-0026_NOISE_0.wav,CLIP/3830-12535-0026_CLIP_60.wav,CLIP/3830-12535-0026_CLIP_25.wav,0.0033425234999998,0.2072676786249998
1,MP3/3830-12535-0011_MP3_128k.wav,OPUS/3830-12535-0011_OPUS_128k.wav,NOISE/3830-12535-0011_NOISE_15.wav,0.0002491879374998,0.1475211085937503
1,CLIP/3830-12535-0011_CLIP_40.wav,NOISE/3830-12535-0011_NOISE_8.wav,NOISE/3830-12535-0011_NOISE_0.wav,0.03412450719375,0.27195180974
1,MP3/3830-12535-0011_MP3_8k.wav,NOISE/3830-12535-0011_NOISE_8.wav,MP3/3830-12535-0011_MP3_32k.wav,0.019466319584375,0.353803748465625
1,NOISE/3830-12535-0008_NOISE_8.wav,CLIP/3830-12535-0008_CLIP_40.wav,NOISE/3830-12535-0008_NOISE_15.wav,0.04706124306875,0.2181956030062499
1,NOISE/3830-12535-0008_NOISE_0.wav,MP3/3830-12535-0008_MP3_8k.wav,CLIP/3830-12535-0008_CLIP_10.wav,0.171503392990625,0.4976531811875003
1,CLIP/3830-12535-0008_CLIP_5.wav,OPUS/3830-12535-0008_OPUS_16k.wav,CLIP/3830-12535-0008_CLIP_40.wav,0.0008213888749997,0.2505628830625001
1,MP3/3830-12535-0007_MP3_16k.wav,CLIP/3830-12535-0007_CLIP_5.wav,MP3/3830-12535-0007_MP3_64k.wav,0.010629585828125,0.1536327599218748
1,NOISE/3830-12535-0007_NOISE_25.wav,OPUS/3830-12535-0007_OPUS_128k.wav,CLIP/3830-12535-0007_CLIP_10.wav,0.0001543396875004,0.1932700662499998
1,MP3/3830-12535-0007_MP3_64k.wav,OPUS/3830-12535-0007_OPUS_64k.wav,NOISE/3830-12535-0007_NOISE_8.wav,0.0023724690000002,0.2108354538374999
1,OPUS/3830-12535-0002_OPUS_64k.wav,MP3/3830-12535-0002_MP3_64k.wav,MP3/3830-12535-0002_MP3_8k.wav,0.0020490674062498,0.3906636587687498
1,OPUS/3830-12535-0002_OPUS_16k.wav,CLIP/3830-12535-0002_CLIP_5.wav,CLIP/3830-12535-0002_CLIP_10.wav,0.0045056499375002,0.0802829739999999
1,CLIP/3830-12535-0002_CLIP_40.wav,MP3/3830-12535-0002_MP3_8k.wav,MP3/3830-12535-0002_MP3_64k.wav,0.0026727216125,0.3859418697499999
1,NOISE/3830-12535-0009_NOISE_15.wav,OPUS/3830-12535-0009_OPUS_16k.wav,MP3/3830-12535-0009_MP3_8k.wav,0.0146825724062495,0.29346074524375
1,NOISE/3830-12535-0009_NOISE_0.wav,CLIP/3830-12535-0009_CLIP_60.wav,NOISE/3830-12535-0009_NOISE_15.wav,0.1229257265137498,0.5385585567574998
1,MP3/3830-12535-0009_MP3_16k.wav,CLIP/3830-12535-0009_CLIP_10.wav,CLIP/3830-12535-0009_CLIP_5.wav,0.0068435823406249,0.061709553090625
1,NOISE/3830-12535-0019_NOISE_40.wav,OPUS/3830-12535-0019_OPUS_128k.wav,NOISE/3830-12535-0019_NOISE_0.wav,4.4575312500017006e-05,0.5967826338281248
1,MP3/3830-12535-0019_MP3_8k.wav,CLIP/3830-12535-0019_CLIP_25.wav,CLIP/3830-12535-0019_CLIP_40.wav,0.0167522495000002,0.0853788947187501
1,MP3/3830-12535-0019_MP3_32k.wav,NOISE/3830-12535-0019_NOISE_25.wav,CLIP/3830-12535-0019_CLIP_10.wav,0.0068578498750001,0.0950442708437502
1,CLIP/3830-12535-0017_CLIP_5.wav,OPUS/3830-12535-0017_OPUS_8k.wav,NOISE/3830-12535-0017_NOISE_25.wav,0.0075984622843746,0.1610708322187501
1,CLIP/3830-12535-0017_CLIP_25.wav,MP3/3830-12535-0017_MP3_8k.wav,NOISE/3830-12535-0017_NOISE_25.wav,0.0182100088671874,0.3050605833437501
1,MP3/3830-12535-0017_MP3_8k.wav,CLIP/3830-12535-0017_CLIP_25.wav,CLIP/3830-12535-0017_CLIP_5.wav,0.0182100088671874,0.1257797422578124
1,CLIP/3830-12535-0025_CLIP_5.wav,MP3/3830-12535-0025_MP3_16k.wav,NOISE/3830-12535-0025_NOISE_40.wav,0.0288065111875002,0.1397165859062498
1,CLIP/3830-12535-0025_CLIP_10.wav,NOISE/3830-12535-0025_NOISE_8.wav,NOISE/3830-12535-0025_NOISE_25.wav,0.0566707850593751,0.231491095746875
1,MP3/3830-12535-0025_MP3_128k.wav,OPUS/3830-12535-0025_OPUS_128k.wav,CLIP/3830-12535-0025_CLIP_25.wav,0.0002097604999997,0.3230568616343749
1,MP3/3830-12535-0029_MP3_8k.wav,CLIP/3830-12535-0029_CLIP_25.wav,CLIP/3830-12535-0029_CLIP_5.wav,0.0146472780093749,0.178774003334375
1,OPUS/3830-12535-0029_OPUS_16k.wav,MP3/3830-12535-0029_MP3_32k.wav,CLIP/3830-12535-0029_CLIP_40.wav,0.024358269625,0.3689264319218751
1,MP3/3830-12535-0029_MP3_128k.wav,OPUS/3830-12535-0029_OPUS_128k.wav,CLIP/3830-12535-0029_CLIP_5.wav,2.6949062500336574e-05,0.1529877496562498
1,MP3/3830-12535-0005_MP3_32k.wav,OPUS/3830-12535-0005_OPUS_32k.wav,OPUS/3830-12535-0005_OPUS_8k.wav,0.0114559782187499,0.1695745961593749
1,MP3/3830-12535-0005_MP3_32k.wav,OPUS/3830-12535-0005_OPUS_32k.wav,MP3/3830-12535-0005_MP3_16k.wav,0.0114559782187499,0.1121868472312498
1,NOISE/3830-12535-0005_NOISE_40.wav,OPUS/3830-12535-0005_OPUS_128k.wav,CLIP/3830-12535-0005_CLIP_5.wav,0.0004031585312498,0.1085189194999999
1,NOISE/3830-12535-0032_NOISE_8.wav,OPUS/3830-12535-0032_OPUS_16k.wav,CLIP/3830-12535-0032_CLIP_25.wav,0.0033893771249999,0.1757279827499999
1,MP3/3830-12535-0032_MP3_128k.wav,OPUS/3830-12535-0032_OPUS_128k.wav,CLIP/3830-12535-0032_CLIP_10.wav,0.0002879209687499,0.1008146705624999
1,OPUS/3830-12535-0010_OPUS_8k.wav,CLIP/3830-12535-0010_CLIP_10.wav,MP3/3830-12535-0010_MP3_128k.wav,0.0071308249937501,0.2020050285375
1,CLIP/3830-12535-0010_CLIP_10.wav,OPUS/3830-12535-0010_OPUS_8k.wav,OPUS/3830-12535-0010_OPUS_16k.wav,0.0071308249937501,0.1454495529374998
1,OPUS/3830-12535-0010_OPUS_16k.wav,NOISE/3830-12535-0010_NOISE_15.wav,OPUS/3830-12535-0010_OPUS_128k.wav,0.0044090478749998,0.0645275451875003
1,OPUS/3830-12535-0020_OPUS_128k.wav,NOISE/3830-12535-0020_NOISE_25.wav,OPUS/3830-12535-0020_OPUS_8k.wav,2.660678124966065e-05,0.1884920541156253
1,MP3/3830-12535-0020_MP3_16k.wav,NOISE/3830-12535-0020_NOISE_8.wav,NOISE/3830-12535-0020_NOISE_40.wav,0.0073595877562498,0.15040531488125
1,CLIP/3830-12535-0020_CLIP_5.wav,NOISE/3830-12535-0020_NOISE_8.wav,CLIP/3830-12535-0020_CLIP_60.wav,0.042797922875,0.3556200574843748
1,CLIP/3830-12535-0000_CLIP_40.wav,MP3/3830-12535-0000_MP3_8k.wav,CLIP/3830-12535-0000_CLIP_60.wav,0.001012021175625,0.0914658046249998
1,MP3/3830-12535-0000_MP3_32k.wav,OPUS/3830-12535-0000_OPUS_16k.wav,CLIP/3830-12535-0000_CLIP_10.wav,0.0019679436249999,0.1513619010937502
1,OPUS/3830-12535-0000_OPUS_128k.wav,MP3/3830-12535-0000_MP3_128k.wav,NOISE/3830-12535-0000_NOISE_8.wav,0.00027196190625,0.2260182283124999
1,NOISE/3830-12535-0013_NOISE_8.wav,CLIP/3830-12535-0013_CLIP_10.wav,MP3/3830-12535-0013_MP3_128k.wav,0.0042799974062502,0.2272139961562499
1,MP3/3830-12535-0013_MP3_64k.wav,OPUS/3830-12535-0013_OPUS_64k.wav,CLIP/3830-12535-0013_CLIP_60.wav,0.0034208959062496,0.4496453132812499
1,MP3/3830-12535-0013_MP3_64k.wav,OPUS/3830-12535-0013_OPUS_64k.wav,CLIP/3830-12535-0013_CLIP_40.wav,0.0034208959062496,0.3650555615953127
1,OPUS/3830-12535-0030_OPUS_128k.wav,NOISE/3830-12535-0030_NOISE_40.wav,CLIP/3830-12535-0030_CLIP_40.wav,0.0002015151875001,0.4288224425874999
1,NOISE/3830-12535-0030_NOISE_40.wav,OPUS/3830-12535-0030_OPUS_128k.wav,NOISE/3830-12535-0030_NOISE_15.wav,0.0002015151875001,0.1873014509375001
1,MP3/3830-12535-0030_MP3_32k.wav,OPUS/3830-12535-0030_OPUS_32k.wav,MP3/3830-12535-0030_MP3_8k.wav,0.0031899589687498,0.3367838412125
1,MP3/3830-12535-0023_MP3_128k.wav,NOISE/3830-12535-0023_NOISE_40.wav,CLIP/3830-12535-0023_CLIP_10.wav,1.2085749999890538e-05,0.2023624003125002
1,NOISE/3830-12535-0023_NOISE_0.wav,CLIP/3830-12535-0023_CLIP_60.wav,CLIP/3830-12535-0023_CLIP_10.wav,0.0874892249749998,0.39801921364375
1,MP3/3830-12535-0023_MP3_8k.wav,CLIP/3830-12535-0023_CLIP_25.wav,CLIP/3830-12535-0023_CLIP_10.wav,0.0335203743937503,0.1379754511750001
1,CLIP/3830-12535-0031_CLIP_5.wav,MP3/3830-12535-0031_MP3_16k.wav,MP3/3830-12535-0031_MP3_128k.wav,0.0032755330000002,0.1109269682187498
1,CLIP/3830-12535-0031_CLIP_60.wav,NOISE/3830-12535-0031_NOISE_0.wav,CLIP/3830-12535-0031_CLIP_5.wav,0.0130985369593749,0.373271901484375
1,NOISE/3830-12535-0031_NOISE_8.wav,CLIP/3830-12535-0031_CLIP_10.wav,CLIP/3830-12535-0031_CLIP_25.wav,0.0174154075781249,0.1455802624062503
1,OPUS/3830-12535-0018_OPUS_128k.wav,MP3/3830-12535-0018_MP3_128k.wav,CLIP/3830-12535-0018_CLIP_10.wav,6.156512500021805e-05,0.09862477425
1,CLIP/3830-12535-0018_CLIP_25.wav,OPUS/3830-12535-0018_OPUS_8k.wav,CLIP/3830-12535-0018_CLIP_5.wav,0.0276699851959375,0.1175261614375
1,CLIP/3830-12535-0018_CLIP_60.wav,NOISE/3830-12535-0018_NOISE_8.wav,OPUS/3830-12535-0018_OPUS_128k.wav,0.0698729779375002,0.4188272844375001
1,NOISE/3830-12535-0006_NOISE_15.wav,OPUS/3830-12535-0006_OPUS_16k.wav,NOISE/3830-12535-0006_NOISE_0.wav,0.0034233650625001,0.298003335259375
1,NOISE/3830-12535-0006_NOISE_15.wav,OPUS/3830-12535-0006_OPUS_16k.wav,CLIP/3830-12535-0006_CLIP_10.wav,0.0034233650625001,0.1494657259375
1,MP3/3830-12535-0006_MP3_128k.wav,OPUS/3830-12535-0006_OPUS_128k.wav,NOISE/3830-12535-0006_NOISE_8.wav,0.00015533709375,0.1182849458125
1,CLIP/3830-12535-0014_CLIP_25.wav,MP3/3830-12535-0014_MP3_8k.wav,NOISE/3830-12535-0014_NOISE_25.wav,0.0114220128334374,0.2942121361875002
1,OPUS/3830-12535-0014_OPUS_16k.wav,MP3/3830-12535-0014_MP3_32k.wav,CLIP/3830-12535-0014_CLIP_60.wav,0.0125552077812498,0.4143584028218751
1,OPUS/3830-12535-0014_OPUS_8k.wav,CLIP/3830-12535-0014_CLIP_10.wav,OPUS/3830-12535-0014_OPUS_32k.wav,0.0239746577418749,0.1948444428043747
1,OPUS/3830-12535-0004_OPUS_64k.wav,MP3/3830-12535-0004_MP3_64k.wav,CLIP/3830-12535-0004_CLIP_40.wav,0.0010299811249998,0.3064868485625001
1,MP3/3830-12535-0004_MP3_32k.wav,OPUS/3830-12535-0004_OPUS_32k.wav,CLIP/3830-12535-0004_CLIP_25.wav,0.0005001501562501,0.1918840280625001
1,OPUS/3830-12535-0004_OPUS_32k.wav,MP3/3830-12535-0004_MP3_32k.wav,MP3/3830-12535-0004_MP3_8k.wav,0.0005001501562501,0.2521775730861874
